ENSMUSG_ID	r2	pval	qval	X.Intercept._est	duration4weeks_est	duration6weeks_est	duration8weeks_est	X.Intercept._pval	duration4weeks_pval	duration6weeks_pval	duration8weeks_pval	Symbol	Entrezid	Genename
ENSMUSG00000020178	0.97117829662567	1.44427065627447e-15	2.06949542337569e-11	0.353089120607196	-0.709345377786841	-10.983768350818	-0.538387781417633	0.32929786788082	0.170884633607666	1.74607893643472e-15	0.293822311003066	Adora2a	11540	adenosine A2a receptor
ENSMUSG00000038805	0.959544834634195	4.26403154586689e-14	3.05496540103633e-10	0.382636022069972	-0.308396932543131	-3.27158602966115	-0.301576433701816	0.005361994744107	0.0903354607639264	3.23830128916214e-14	0.0971744731037996	Six3	20473	sine oculis-related homeobox 3
ENSMUSG00000068696	0.95597421619917	9.91787038905922e-14	4.73710549349432e-10	7.25482165144727	-12.8281174932743	-46.1224826914507	-7.93133506645209	0.000349234058125904	2.91525021511113e-05	2.07113001229786e-14	0.00338661279280385	Gpr88	64378	G-protein coupled receptor 88
ENSMUSG00000071234	0.95175231448306	2.47310312473153e-13	8.85927366856953e-10	0.537355733607052	-0.912664098330437	-7.36335681239798	-0.499921903088481	0.0906605367747404	0.0453203853427549	1.83068326709497e-13	0.25596503356159	Syndig1l	627191	synapse differentiation inducing 1 like
ENSMUSG00000023274	0.938613209684345	2.73209754134128e-12	7.82964513397585e-09	0.217219083033918	-0.109337221928098	-2.71353223318429	-0.351951525113497	0.10419075251702	0.551402885225694	2.29967305982256e-12	0.0652924116908748	Cd4	12504	CD4 antigen
ENSMUSG00000021919	0.933088377765951	6.45065820273393e-12	1.32044973409964e-08	-0.0197546350406947	-0.0863037961798879	-0.628603066275388	0.00491143941527867	0.537558690358043	0.0668892745342141	7.3498391939731e-12	0.913285700383395	Chat	12647	choline acetyltransferase
ENSMUSG00000042258	0.9335942031707	5.98073674847814e-12	1.32044973409964e-08	0.0821035381626778	-0.116732060590108	-0.65711217553211	-0.0594275018980356	0.0162739048526391	0.0157863228506764	2.90454089284244e-12	0.194384294296245	Isl1	16392	ISL1 transcription factor, LIM/homeodomain
ENSMUSG00000005892	0.930084500025224	9.99287876801771e-12	1.59097733185473e-08	-0.159825692550313	0.17231912714838	-1.75806301862184	0.137856173712472	0.12262883680962	0.233348978724483	6.23632774042208e-11	0.337264506935222	Trh	22044	thyrotropin releasing hormone
ENSMUSG00000045573	0.930106905719956	9.96100927470837e-12	1.59097733185473e-08	-1.42888235146335	-0.527332244839366	-40.5082593436395	-3.29592191166241	0.501690658047183	0.860085272983392	1.23844818543602e-11	0.277657460096023	Penk	18619	preproenkephalin
ENSMUSG00000032259	0.920974802812499	3.38596362220106e-11	4.04312272854324e-08	0.593421676163029	-0.808290047870116	-5.24009179877943	-0.4832153393299	0.0435574521836555	0.0510801644351178	1.75766801860395e-11	0.229100518963642	Drd2	13489	dopamine receptor D2
ENSMUSG00000046922	0.922191211104538	2.9011595176655e-11	4.04312272854324e-08	0.375324553619041	-0.330588885733932	-2.4084798819229	-0.328225089665462	0.00679271027301038	0.0747880174031735	1.27343443820229e-11	0.0767286206015076	Gpr6	140741	G protein-coupled receptor 6
ENSMUSG00000057719	0.921579398326256	3.1365824038229e-11	4.04312272854324e-08	0.208315464357858	-0.203763794398474	-3.40525224266955	-0.219830305548076	0.272803250253934	0.444543960633197	3.11097314997644e-11	0.410036209093422	Sh3rf2	269016	SH3 domain containing ring finger 2
